Year,HCPCS Code,NPI_DOC,SRVS_ASC_PHY,SRVS_IP_PHY,SRVS_OFF,SRVS_OP_PHY,ALWD_ASC_PHY,ALWD_IP_PHY,ALWD_OFF,ALWD_OP_PHY,PAID_ASC_PHY,PAID_IP_PHY,PAID_OFF,PAID_OP_PHY
2019,93010,1902833197,,218,2,176,,2192.5,8.77,1683.84,,1722.15,0,1315.81
2021,93010,1902833197,,203,2,186,,2053.01,8.59,1726.59,,1641.99,6.87,1374.02
2020,93010,1598099327,,1,2,,,8.43,8.43,,,6.71,6.71,
2019,93010,1598099327,,,8,6,,,59.08,42.2,,,47.11,33.65
2021,93010,1598099327,,182,2,213,,1471.53,8.13,1382.1,,1160.08,6.59,1094.05
2020,93010,1427059310,,5,3,2,,34.48,17.24,8.62,,27.8,14.04,1.26
2019,93010,1427059310,,3,3,3,,17.2,17.04,17.2,,13.48,13.35,13.48
2021,93010,1427059310,,8,,4,,58.38,,25.02,,47.25,,20.25
2020,93010,1285696492,,432,,1056,,3667.05,,8927.37,,2787.96,,6413.48
2019,93010,1285696492,,502,,1178,,4253.76,,10128,,3141.44,,7382.39
2021,93010,1285696492,,232,8,871,,1853.64,48.78,7081.23,,1345.16,39.24,5377.61
2020,93010,1679671127,,178,5,85,,1367.25,34.92,158.74,,1095.52,28.18,126.88
2019,93010,1679671127,,281,,107,,2165.95,,192.76,,1701.62,,151.43
2021,93010,1679671127,,170,,51,,1322.6,,60.13,,1059.32,,48.16
2020,93010,1679747950,,2,,10,,8.83,,79.47,,7.04,,64.06
2019,93010,1679747950,,2,,7,,8.77,,52.62,,0,,34.8
2021,93010,1679747950,,,,3,,,,17.18,,,,13.94
2020,93010,1184828725,,228,,185,,1938.83,,1268.25,,1567.74,,1025.54
2019,93010,1184828725,,333,,285,,2827.56,,2057,,2240.2,,1622.7
2021,93010,1184828725,,99,,203,,774.41,,1321.32,,625.94,,1061.4
2020,93010,1285623009,,139,2,90,,1209.71,8.83,777.04,,957.81,6.93,610.45
2019,93010,1285623009,,132,,180,,1148.87,,1490.9,,895.7,,1171.3
2021,93010,1285623009,,134,2,98,,1030.8,8.59,644.25,,803.79,6.87,512.2
2020,93010,1386888444,,210,2,44,,2166.51,8.43,236.04,,1713.16,6.85,191.86
2019,93010,1386888444,,157,,92,,1198.48,,759.6,,899.01,,549.64
2021,93010,1386888444,,234,,63,,2569.08,,341.46,,2066.41,,270.62
2020,93010,1417113945,,,54,,,,455.22,,,,328.38,
2019,93010,1417113945,,,54,,,,438.88,,,,330.26,
2020,93010,1437105541,,400,,754,,3390.72,,6419.41,,2656.12,,4795.79
2019,93010,1437105541,,333,,768,,2780.09,,6595.04,,2194.86,,5007.56
2021,93010,1437105541,,409,,820,,3393.05,,6983.67,,2706.78,,5550.97
2019,93010,1548308117,,8,,41,,61.39,,342.03,,48.72,,271.44
2020,93010,1184818353,,,7,,,,50.58,,,,39.79,
2019,93010,1184818353,,,42,,,,354.48,,,,257.79,
2020,93010,1639289119,,,2,,,,8.43,,,,6.8,
2019,93010,1598712812,,,3,,,,17.54,,,,6.88,
2020,93010,1841246113,,391,,688,,3226.08,,5465.46,,2332.68,,3704.53
2019,93010,1841246113,,410,,933,,3342.3,,7370.2,,2484.48,,5161.63
2021,93010,1841246113,,269,,533,,2124.8,,3901,,1581.55,,2838.42
2019,93010,1801850599,,2,,2,,8.57,,8.57,,6.84,,6.84
2019,93010,1225037799,,,3,430,,,16.88,3595.44,,,13.22,2766.44
2020,93010,1912966326,,716,3,250,,5496.36,16.86,2040.06,,4206.45,13.56,1509.73
2019,93010,1912966326,,364,4,308,,2954,25.32,2489.8,,2254.81,20.22,1787.03
2021,93010,1912966326,,496,3,193,,3853.62,16.26,1520.31,,2758.68,9.59,1114.47
2020,93010,1891734083,,153,,32,,1244.1,,240.24,,973.81,,179.54
2021,93010,1891734083,,138,,28,,1045.8,,232.4,,640.3,,161.76
2020,93010,1285613851,,55,,100,,465.9,,846.2,,374.6,,585.57
2019,93010,1285613851,,103,9,345,,844,67.52,2818.96,,635,50.8,2104.16
2021,93010,1285613851,,12,,5,,114.52,,32.72,,92.84,,26.52
2019,93010,1285882019,,147,15,242,,1188.45,111.63,1940.85,,923.93,87.04,1390.72
2020,93010,1568463941,,74,6,172,,632.25,42.15,1247.64,,499.88,34.25,1009.36
2019,93010,1568463941,,148,,161,,1350.4,,1139.4,,1078.34,,895.62
2021,93010,1568463941,,43,,165,,390.24,,1178.85,,317.76,,959.9
2020,93010,1811982986,,316,,276,,2545.86,,2267.67,,1979.72,,1663.35
2019,93010,1811982986,,365,,302,,2937.12,,2489.8,,2295.95,,1878.8
2021,93010,1811982986,,396,2,407,,3056.88,8.13,3113.79,,2435.15,6.53,2449.44
2020,93010,1609210897,,22,,10,,180.23,,77.07,,137.04,,61.62
2021,93010,1609210897,,175,,108,,1166.1,,797.34,,932.52,,628.62
2020,93010,1710987458,,101,,38,,834.24,,330.22,,663,,262.84
2019,93010,1710987458,,72,,32,,598.23,,268.77,,469.2,,210.8
2021,93010,1710987458,,83,,34,,655.98,,243.89,,524.94,,195.17
2020,93010,1710941448,,11,2,5,,86.9,8.69,34.76,,69.5,6.95,27.8
2020,93010,1922011782,,96,,113,,741.84,,421.5,,588.2,,327.8
2019,93010,1922011782,,119,6,146,,1122.52,42.2,582.36,,879.29,33.25,449.52
2021,93010,1922011782,,72,,47,,569.1,,219.51,,455,,175.5
2020,93010,1114296936,,74,3,656,,556.38,16.86,5378.34,,410.45,13.48,3476.07
2019,93010,1114296936,,170,,1160,,1299.76,,9461.24,,1004.26,,7068.56
2019,93010,1780669499,,16,,,,120.4,,,,87.62,,
2020,93010,1184854721,,54,,19,,410.16,,122.25,,326.4,,96.89
2019,93010,1184854721,,47,11,55,,288.72,16.04,232.58,,226.44,12.58,176.12
2020,93010,1215065529,,200,,155,,1618.56,,1180.2,,1297.85,,951.3
2019,93010,1215065529,,224,,68,,1873.68,,557.04,,1484.8,,431.36
2021,93010,1215065529,,148,,134,,1162.59,,1056.9,,946.66,,853.98
2020,93010,1811158983,,217,,148,,1838.39,,1231.86,,1463.7,,982.05
2019,93010,1811158983,,590,,354,,4934.13,,2918.11,,3771.51,,2243.96
2021,93010,1811158983,,5,2,10,,40.65,8.59,73.17,,32.95,6.96,59.31
2020,93010,1245285352,,255,,69,,1403.97,,353.2,,1111.75,,274.92
2019,93010,1245285352,,255,,90,,2131.11,,771.76,,1691.28,,605.52
2021,93010,1245285352,,89,,33,,678.61,,274.88,,543.52,,215.71
2020,93010,1669730529,,143,2,105,,1260,8.73,921.55,,974.4,6.98,719.49
2019,93010,1669730529,,65,,20,,550.62,,166.09,,422.03,,130.18
2021,93010,1669730529,,141,7,140,,1150.82,50.76,1192.2,,890.7,41.1,868.74
2020,93010,1275864878,,,,2,,,,8.83,,,,6.92
2020,93010,1649256322,,879,,663,,6735.57,,5454.21,,5297.18,,4137.38
2019,93010,1649256322,,1379,,902,,10406.52,,7005.2,,8253.18,,5519.13
2021,93010,1649256322,,767,,835,,5772.3,,6552.78,,4451.71,,5149.34
2019,93010,1598867749,,,,12,,,,26.31,,,,13.92
2021,93010,1598867749,,,,2,,,,8.59,,,,6.97
2020,93010,1548257900,,3868,,2335,,27296.34,,18790.47,,21071.39,,13791.4
2019,93010,1548257900,,2753,,2249,,18964.68,,18179.76,,14045.91,,13204.45
2021,93010,1548257900,,4340,,2699,,32389.92,,21211.17,,24917.28,,16225.52
2020,93010,1720213309,,,,6,,,,44.15,,,,30.78
2021,93010,1720213309,,2,,11,,8.59,,68.72,,6.97,,48.79
2020,93010,1720076664,,858,,110,,6002.16,,868.29,,4695.45,,675.71
2019,93010,1720076664,,815,,245,,6819.52,,2211.28,,5180.14,,1655.34
2021,93010,1720076664,,636,,136,,4373.94,,1024.38,,3379.67,,780.01
2020,93010,1316043888,,216,3,134,,1442.29,16.86,885.15,,1141.7,13.7,647.07
2019,93010,1316043888,,343,,639,,2802.08,,5250,,2192.36,,4134.4
2021,93010,1316043888,,209,,116,,1455.48,,691.05,,1164.74,,558.45
2020,93010,1457555039,,396,,312,,3132.5,,2573.22,,2402.98,,1902.39
2019,93010,1457555039,,536,3,244,,4247.64,17.45,2046.54,,3152.22,6.93,1496.09
2021,93010,1457555039,,273,6,274,,2106.67,42.3,2215.85,,1518.85,34.25,1593.75
2020,93010,1912012352,,307,,391,,2839.48,,3410.95,,2137.83,,2574.29
2019,93010,1912012352,,370,,405,,3393.07,,3371.41,,2654.28,,2638.7
2021,93010,1912012352,,199,,529,,1862.21,,4458.22,,1474.98,,3565.8
2020,93010,1508183799,,29,,16,,210.75,,101.16,,166.42,,80.1
2020,93010,1356586994,,2,,,,8.83,,,,6.92,,
2019,93010,1356586994,,102,,22,,898.72,,192.22,,704.74,,150.73
2021,93010,1124123450,,2,,,,8.59,,,,6.87,,
2020,93010,1912952581,,,,6,,,,33.72,,,,26.83
2019,93010,1912952581,,11,,16,,92.84,,118.16,,66.1,,85.94
2021,93010,1912952581,,,,2,,,,8.13,,,,6.5
2020,93010,1588640213,,204,,187,,1567.98,,1517.4,,1247.44,,1201.82
2019,93010,1588640213,,179,,122,,1477,,995.92,,1179.5,,795.32
2021,93010,1588640213,,117,,76,,869.91,,609.75,,640.46,,457.82
2020,93010,1548230212,,,2,,,,8.62,,,,6.88,
2019,93010,1710973722,,,,2,,,,8.44,,,,6.61
2021,93010,1710973722,,,,2,,,,8.13,,,,6.5
2020,93010,1942267802,,,,12,,,,59.01,,,,47.95
2019,93010,1942267802,,2,,20,,16.88,,151.92,,13.28,,106.24
2021,93010,1942267802,,,,26,,,,203.25,,,,151.57
2020,93010,1548295264,,34,,17,,264.1,,140.38,,211.08,,111.6
2019,93010,1548295264,,51,,12,,419.7,,87.4,,329.19,,68.55
2021,93010,1548295264,,25,,6,,213.06,,42.43,,172.7,,34.4
2020,93010,1376569061,,544,2,414,,4687.08,8.43,3001.08,,3726.58,6.71,2267.35
2019,93010,1376569061,,449,2,406,,4059.64,8.44,2667.04,,3148.25,6.68,2059.12
2020,93010,1033238019,,327,49,555,,2368.83,357.48,4602.78,,1848.18,248.23,3357.35
2019,93010,1033238019,,211,38,629,,1561.4,261.64,5139.96,,1246.9,202.2,3855.11
2021,93010,1033238019,,309,62,598,,2186.97,480.78,4796.91,,1618.09,340.64,3407.77
2020,93010,1477557213,,581,,196,,4971.29,,1713.02,,3974.7,,1311.55
2019,93010,1477557213,,1055,,389,,8989.25,,3315.06,,6946.51,,2552.68
2021,93010,1477557213,,113,,28,,944.9,,223.34,,766.7,,180.06
2020,93010,1497730980,,,170,112,,,1079.04,859.86,,,840.81,570.82
2019,93010,1497730980,,,12,360,,,67.52,2565.76,,,33.83,1761.89
2021,93010,1497730980,,,236,25,,,1829.25,195.12,,,1347.96,130
2020,93010,1417278821,,202,,36,,1698.69,,280.76,,1346.74,,216.53
2019,93010,1417278821,,200,2,79,,1750.76,8.71,559.24,,1361.38,6.83,438.62
2021,93010,1417278821,,136,,33,,1164.86,,282.17,,931.72,,218.84
2020,93010,1215906979,,168,,67,,1711.29,,632.25,,1371.33,,507.99
2019,93010,1215906979,,457,,178,,4346.6,,1612.04,,3462.58,,1260.25
2021,93010,1215906979,,11,,,,89.43,,,,72.82,,
2020,93010,1083833891,,43,,49,,303.48,,396.21,,232.78,,306.92
2019,93010,1083833891,,129,,172,,979.04,,1333.52,,766.76,,1044.38
2021,93010,1083833891,,2,,,,16.26,,,,13,,
2020,93010,1205850286,,9,,9,,75.87,,67.44,,61.51,,54.66
2019,93010,1205850286,,80,,51,,658.32,,413.56,,525.72,,322.41
2020,93010,1972580652,,185,4,192,,1060.26,25.86,1137.84,,854.98,21,882
2019,93010,1972580652,,191,,247,,1436.2,,1892,,1143.95,,1490.28
2021,93010,1972580652,,107,,145,,683.88,,992.46,,550.22,,798.49
2020,93010,1114974011,,,2,,,,8.62,,,,7.02,
2019,93010,1114974011,,,5,,,,34.4,,,,26.96,
2021,93010,1114974011,,,2,,,,8.34,,,,6.79,
2020,93010,1083602452,,9,,3,,75.87,,16.86,,60.01,,6.74
2019,93010,1083602452,,17,,6,,160.36,,42.2,,125.61,,33.05
2021,93010,1083602452,,8,,8,,65.04,,56.91,,52,,45.5
2020,93010,1902096555,,135,2,93,,974.06,8.62,525.82,,744.04,6.76,392.04
2019,93010,1902096555,,211,,183,,1591,,1401.8,,1247.12,,1079.62
2021,93010,1902096555,,143,2,106,,934.08,8.34,517.08,,759.36,6.78,417.14
2020,93010,1689646234,,17,,8,,143.31,,59.01,,116.45,,47.95
2019,93010,1689646234,,11,,3,,87.7,,17.54,,69.6,,13.92
2021,93010,1689646234,,79,,53,,634.14,,308.94,,514.02,,250.42
2020,93010,1326010208,,136,3,80,,1192.05,17.66,556.29,,956.53,14.12,422.05
2019,93010,1326010208,,74,,49,,605.13,,166.63,,480.24,,125.28
2021,93010,1326010208,,143,,45,,1176.83,,360.78,,936.96,,288.96
2020,93010,1275689655,,22,,,,240.24,,,,191.45,,
2019,93010,1275689655,,6,,,,42.85,,,,33.6,,
2020,93010,1154685279,,232,,214,,1881.33,,1799.31,,1395.58,,1257.05
2019,93010,1154685279,,75,,43,,603.06,,367.35,,472.65,,287.97
2021,93010,1154685279,,232,12,220,,1810.44,101.52,1830.86,,1438.5,75.35,1406
2020,93010,1972860849,,450,2,158,,3473.16,8.43,1121.19,,2799.85,6.85,895.46
2019,93010,1972860849,,79,,57,,641.44,,405.12,,512.24,,323.52
2021,93010,1972860849,,176,,120,,1203.24,,918.69,,786.55,,663
2020,93010,1477557387,,86,,77,,674.4,,379.35,,536.12,,301.87
2019,93010,1477557387,,23,,28,,219.44,,160.36,,171.91,,125.6
2021,93010,1477557387,,56,,46,,430.89,,284.55,,338,,227.5
2020,93010,1326043811,,110,,40,,1059.6,,300.22,,834.86,,241.85
2019,93010,1326043811,,151,,31,,1675.07,,236.79,,1338.44,,189.21
2021,93010,1326043811,,39,,24,,335.01,,197.57,,269.5,,152.03
2020,93010,1528053857,,85,197,927,,716.55,1576.41,7696.59,,532.47,1178.58,5642
2019,93010,1528053857,,162,205,1114,,1367.28,1721.76,9258.68,,1054.37,1197.58,6711.66
2021,93010,1528053857,,11,128,795,,89.43,1024.38,6414.57,,72.5,751.26,4797.54
2020,93010,1245263284,,153,,83,,1315.67,,706.4,,1052.26,,566.39
2019,93010,1245263284,,261,,112,,2236.35,,903.31,,1774.8,,705.13
2021,93010,1245263284,,99,,22,,807.46,,188.98,,625.63,,130.72
2020,93010,1427064088,,298,7,96,,2502.72,51.88,816.86,,1972.5,27.59,615.33
2020,93010,1760809073,,,3,2,,,16.86,8.43,,,13.48,6.74
2021,93010,1760809073,,206,11,73,,1845.51,56.91,626.01,,1443.23,45.5,481.07
2020,93010,1851325799,,3,,4,,17.66,,26.49,,14.12,,21.18
2021,93010,1851325799,,3,,19,,17.18,,154.62,,13.74,,123.66
2020,93010,1629070362,,20,,17,,154.44,,154.44,,125.64,,125.64
2019,93010,1629070362,,119,,97,,976.98,,728.45,,780.9,,579.83
2020,93010,1386618510,,914,,649,,7062.22,,4914.87,,5596.64,,3842.56
2019,93010,1386618510,,82,,30,,667.59,,251.43,,533.61,,200.97
2021,93010,1386618510,,653,,398,,4641.77,,2795.49,,3534.31,,2006.18
2020,93010,1124027743,,244,,53,,2512.14,,514.23,,1995.18,,402.84
2019,93010,1124027743,,50,,24,,497.96,,270.08,,390.12,,204.99
2021,93010,1124027743,,434,,106,,4544.67,,943.08,,3690.71,,762.14
2021,93010,1710241641,,57,,47,,445.73,,395.27,,361.99,,314.18
2020,93010,1457397598,,41,,6,,345.63,,42.15,,276.61,,27
2019,93010,1457397598,,14,,5,,109.72,,33.76,,86.84,,26.72
2021,93010,1457397598,,60,,11,,471.54,,89.43,,378.16,,71.72
2020,93010,1366425431,,586,,838,,5572.23,,6373.08,,4479.62,,5113.08
2019,93010,1366425431,,879,,1019,,8338.72,,7984.24,,6596.99,,6322.53
2021,93010,1366425431,,626,,1339,,6414.57,,10438.92,,5177.12,,8455.15
2020,93010,1528229762,,80,,98,,716.55,,598.53,,582.33,,486.21
2019,93010,1528229762,,,11,2,,,84.4,8.44,,,66.8,6.68
2021,93010,1528229762,,157,,181,,1357.71,,1146.33,,1080.94,,889.69
2020,93010,1467680967,,160,,213,,1273.5,,1494.24,,1006.99,,1175.04
2019,93010,1467680967,,144,,127,,1127.84,,932.8,,893.65,,690.54
2020,93010,1245597400,,1116,,373,,8362.56,,3060.09,,6306.13,,2236.54
2019,93010,1245597400,,151,,64,,1223.8,,540.16,,970.56,,411.14
2021,93010,1245597400,,1022,186,419,,7894.23,1455.27,3308.91,,5680.3,1118,2460.95
2021,93010,1265878375,,233,,111,,2001.47,,910.54,,1614.86,,738.82
2020,93010,1134330178,,1,3,,,8.43,16.86,,,6.85,13.42,
2019,93010,1134330178,,,4,,,,25.32,,,,20.22,
2020,93010,1922181916,,714,3,196,,5656.53,16.86,1466.82,,4317.26,13.56,1138.43
2019,93010,1922181916,,685,13,158,,5156.84,109.72,1206.92,,3907.68,79.44,912.25
2021,93010,1922181916,,349,,49,,2463.39,,365.85,,1744.67,,279.5
2020,93010,1720004708,,861,8,655,,7064.97,60.83,5257.45,,5713.19,49.49,4256.21
2019,93010,1720004708,,885,,685,,7490.88,,5626.83,,5935.68,,4456.9
2021,93010,1720004708,,898,5,689,,6820.51,33.64,5390.81,,5541.65,27.4,4331.39
2020,93010,1154405116,,158,,106,,1378.47,,890.87,,1088.77,,712.67
2019,93010,1154405116,,217,,19,,1940.91,,166.33,,1521.41,,130.42
2021,93010,1154405116,,82,,70,,784.43,,608.72,,627.54,,486.87
2019,93010,1063434504,,,,2,,,,8.55,,,,6.82
2020,93010,1407086705,,234,,454,,1921.5,,3706.36,,1518.46,,2834.31
2019,93010,1407086705,,896,,540,,7378.77,,4593.52,,5616.99,,3349.56
2021,93010,1407086705,,232,,443,,1797.99,,3481.04,,1342.5,,2429.76
2019,93010,1497878474,,6,,3,,50.64,,16.88,,39.72,,13.24
2020,93010,1902878044,,135,,159,,1289.79,,1315.08,,1026,,1016.25
2019,93010,1902878044,,170,,167,,1586.72,,1460.12,,1257.73,,1107.31
2021,93010,1902878044,,196,,166,,1642.26,,1308.93,,1254.14,,1033.22
2020,93010,1922036631,,3,,22,,17.66,,194.26,,14.08,,150.36
2019,93010,1922036631,,20,4,21,,201.71,26.31,192.94,,158.43,20.66,151.57
2021,93010,1922036631,,,,11,,,,85.9,,,,69.6
2020,93010,1467867069,,262,,44,,2213.38,,368.94,,1759.55,,294.98
2021,93010,1467867069,,293,34,153,,2371.62,268.28,1269.91,,1891.13,187.11,1016.23
2020,93010,1154342277,,162,,271,,1403.97,,2339.95,,1116.38,,1824.02
2021,93010,1154342277,,114,,222,,944.9,,1872.62,,744.36,,1367.13
2021,93010,1598070799,,56,,7,,438.09,,51.54,,355.47,,41.82
2020,93010,1467489443,,,3,,,,16.86,,,,13.42,
2019,93010,1467489443,,,9,,,,67.52,,,,52.88,
2020,93010,1568666485,,266,2,131,,2295.8,8.83,1139.07,,1825.66,7.06,889.62
2019,93010,1568666485,,126,,110,,1061.17,,947.16,,811.98,,708.62
2021,93010,1568666485,,400,,170,,3289.97,,1400.17,,2606.3,,1107.42
2020,93010,1780722371,,12,,,,97.13,,,,63,,
2019,93010,1780722371,,96,,18,,736.68,,140.32,,581.28,,106.08
2020,93010,1548353634,,2,,,,8.58,,,,6.72,,
2019,93010,1548353634,,3,,10,,17.14,,77.13,,13.44,,47.04
2019,93010,1578579298,,,,2,,,,8.44,,,,6.66
2020,93010,1962908848,,,,79,,,,657.54,,,,521.78
2021,93010,1962908848,,38,,441,,219.51,,3219.48,,175.5,,2436.76
2020,93010,1548248073,,,2,,,,8.83,,,,6.58,
2020,93010,1780799015,,90,,25,,747.34,,199.87,,593.92,,159.85
2019,93010,1780799015,,45,,20,,364.14,,156.06,,285.6,,122.4
2021,93010,1780799015,,54,,35,,420.5,,285.94,,342.5,,232.9
2020,93010,1033112560,,,4,2,,,25.29,8.43,,,6.61,0
2019,93010,1033112560,,,33,4,,,270.08,25.32,,,177.43,13.4
2020,93010,1467407197,,96,4,394,,716.55,16.86,3220.26,,574.98,6.71,2318.51
2019,93010,1467407197,,93,8,409,,675.2,50.64,3350.68,,523.46,28.67,2471.17
2021,93010,1467407197,,113,4,220,,894.3,24.39,1756.08,,643.5,13,1225.02
2020,93010,1356590970,,418,5,82,,3611.47,35.32,679.91,,2866.38,28.24,543.62
2021,93010,1356590970,,3828,16,1648,,32100.37,103.08,13769.77,,24544.22,54.96,10515.03
2020,93010,1457324592,,435,4,367,,3877.8,25.29,2781.9,,3095.97,20.55,2229.7
2019,93010,1457324592,,11,2,29,,101.28,8.44,202.56,,80.17,6.68,160.32
2021,93010,1457324592,,23,2,11,,186.99,8.13,89.43,,151.57,6.59,72.49
2020,93010,1386671386,,146,,165,,1271.52,,1315.67,,1019.71,,1040.34
2019,93010,1386671386,,80,,147,,815.61,,1227.8,,651.74,,981.34
2021,93010,1386671386,,123,,131,,944.9,,1082.34,,766.74,,871.3
2019,93010,1932139953,,,2,,,,8.44,,,,6.7,
2021,93010,1932139953,,,54,,,,382.11,,,,310.2,
2020,93010,1225020522,,90,,89,,768.21,,732.89,,611.7,,585.14
2019,93010,1225020522,,3,,2,,17.54,,8.77,,13.92,,6.96
2021,93010,1225020522,,201,,183,,1597.74,,1477.48,,1270.95,,1167.9
2020,93010,1053369421,,2,2,,,8.58,8.58,,,6.98,6.98,
2021,93010,1750355103,,33,,157,,268.29,,1268.28,,214.5,,1014
2020,93010,1265431787,,,3,,,,17.16,,,,13.92,
2021,93010,1265431787,,2,,,,8.3,,,,6.71,,
2020,93010,1952398562,,,8,762,,,61.81,6648.99,,,50.12,5341.8
2019,93010,1952398562,,,,680,,,,5901.88,,,,4673.12
2021,93010,1952398562,,,11,1215,,,94.49,10101.84,,,76.67,8071.96
2019,93010,1972551984,,,2,8,,,8.44,59.08,,,6.74,40.44
2019,93010,1558383877,,2,195,,,16.5,1575.75,,,13.18,1031.1,
2020,93010,1467441428,,1355,32,457,,10807.26,244.47,3717.63,,8500.88,141.99,2775.61
2019,93010,1467441428,,1191,26,477,,8887.32,194.12,3738.92,,6793.23,154.33,2766.14
2021,93010,1467441428,,814,,284,,6398.31,,2195.1,,5008.38,,1626.09
2020,93010,1144205857,,421,,745,,3646.79,,6463.56,,2897.22,,4831.32
2019,93010,1144205857,,564,,1038,,4814.73,,8875.24,,3830.52,,6942.36
2021,93010,1144205857,,412,,861,,3444.59,,7284.32,,2748,,5648.45
2020,93010,1861487274,,67,201,1176,,556.38,1677.57,9804.09,,396.17,1193.29,7124.53
2019,93010,1861487274,,202,205,1558,,1671.12,1696.44,12963.84,,1293.1,1134.5,9407.46
2021,93010,1861487274,,4,188,974,,32.52,1512.18,7764.15,,26.36,1088.1,5808.9
2020,93010,1609893692,,2,,59,,9.13,,529.54,,7.27,,344.59
2019,93010,1609893692,,,,228,,,,2067.88,,,,1451.93
2020,93010,1447516174,,175,2,333,,1290.36,8.43,1382.52,,1000.64,6.71,1041.3
2019,93010,1447516174,,84,,232,,675.2,,1907.44,,526.68,,1504.62
2021,93010,1447516174,,125,2,367,,861.78,8.13,1593.48,,689,0,1267.5
2020,93010,1497733018,,138,,64,,1227.37,,573.95,,970.94,,451.82
2019,93010,1497733018,,188,,86,,1604.91,,666.52,,1270.19,,523.44
2021,93010,1497733018,,192,,84,,1692.23,,695.79,,1347.66,,556.47
2020,93010,1174604789,,93,,155,,750.27,,1213.92,,595.57,,964.32
2019,93010,1174604789,,88,,127,,725.84,,945.28,,577.92,,752.64
2021,93010,1174604789,,65,,101,,422.76,,772.35,,338,,617.5
2020,93010,1275577942,,131,,27,,1095.9,,219.18,,868.23,,163.2
2019,93010,1275577942,,175,,17,,1438.64,,143.48,,1135.42,,113.9
2021,93010,1275577942,,109,,30,,854.28,,211.38,,651.93,,164.5
2020,93010,1144227752,,281,,108,,2807.94,,759.38,,2262.96,,614.51
2019,93010,1144227752,,460,,169,,4718.26,,1394.43,,3764.96,,1114.08
2021,93010,1144227752,,146,,46,,1382.99,,395.14,,1112.52,,317.87
2020,93010,1922082411,,171,,127,,1365.66,,741.84,,1090.07,,582.51
2019,93010,1922082411,,40,,28,,354.48,,143.48,,282.27,,114.26
2021,93010,1922082411,,134,,116,,1024.38,,691.05,,812.5,,520.01
2020,93010,1992913933,,36,,125,,278.19,,1028.46,,222.83,,803.96
2019,93010,1992913933,,121,12,324,,1004.36,101.28,2624.84,,790.6,80.4,2018.25
2020,93010,1609047976,,389,27,1843,,3043.23,227.61,15081.27,,2384.16,167.65,11163.45
2019,93010,1609047976,,222,,1528,,1772.4,,12533.4,,1368.22,,9283.6
2021,93010,1609047976,,395,16,1745,,2934.93,130.08,13861.65,,2264.03,91,10357.54
2020,93010,1598074528,,,,2,,,,8.83,,,,7.06
2021,93010,1598074528,,2,,3,,8.59,,17.18,,6.87,,13.74
2020,93010,1205827698,,54,,8,,406.18,,61.81,,314.76,,50.12
2019,93010,1205827698,,49,,,,429.73,,,,283.31,,
2020,93010,1871757963,,1351,6,528,,11566.9,44.15,4485.64,,9044.93,35.3,3469.91
2019,93010,1871757963,,1216,2,798,,10427.53,8.77,6840.6,,7882.84,6.88,4984.45
2021,93010,1871757963,,1410,3,729,,11724.89,17.18,6116.08,,9209.78,13.74,4681.43
2020,93010,1578560876,,88,,58,,868.29,,295.05,,689.53,,234.35
2019,93010,1578560876,,48,,44,,590.8,,405.12,,462.97,,317.44
2021,93010,1578560876,,37,,45,,300.81,,252.03,,240.5,,201.5
2020,93010,1922210939,,13,2,4,,101.16,8.58,25.29,,79.97,6.72,19.83
2019,93010,1922210939,,19,,3,,160.36,,16.88,,124,,13.22
2021,93010,1922210939,,8,,6,,57.08,,40.65,,39.14,,32.5
2020,93010,1437397478,,66,3,58,,566.28,16.86,463.32,,460.68,13.7,369.94
2019,93010,1437397478,,,3,,,,16.88,,,,13.48,
2021,93010,1437397478,,152,2,62,,1145.4,8.13,489.7,,915.28,6.59,383.61
2020,93010,1225325426,,,3,,,,16.86,,,,13.56,
2020,93010,1376828269,,356,,496,,3046.35,,4220.74,,2430.63,,3313.47
2019,93010,1376828269,,408,,636,,3437.84,,5402.32,,2736.27,,4202.04
2021,93010,1376828269,,286,,567,,2396.61,,4758.86,,1909.86,,3562.45
2020,93010,1902163033,,,,10,,,,78.21,,,,62.27
2019,93010,1902163033,,,,6,,,,43.35,,,,34
2020,93010,1922019967,,4,,15,,26.49,,123.62,,14.36,,92.36
2019,93010,1922019967,,15,,24,,114.01,,131.55,,90.48,,104.4
2021,93010,1922019967,,2,,14,,8.59,,120.26,,6.97,,97.58
2020,93010,1164685277,,141,,189,,1156.48,,1547.52,,916.48,,1077.11
2019,93010,1164685277,,222,,271,,1822.08,,2229.76,,1438.71,,1706.69
2021,93010,1164685277,,119,,115,,940.68,,908.52,,719.82,,714.78
2020,93010,1326038159,,139,,90,,986.31,,640.68,,713.89,,495.9
2019,93010,1326038159,,93,15,137,,751.16,126.6,1097.2,,565.32,100.95,823.92
2021,93010,1326038159,,113,,75,,821.13,,577.23,,666.6,,468.6
2020,93010,1427194687,,,,151,,,,1305.36,,,,976.02
2019,93010,1427194687,,4,,222,,26.61,,1827.22,,20.88,,1357.2
2021,93010,1427194687,,,,116,,,,958.46,,,,737.1
2020,93010,1578720850,,30,,17,,243.89,,126.15,,194,,89.79
2019,93010,1578720850,,63,3,34,,514.23,16.86,227.61,,410.53,6.73,181.71
2021,93010,1578720850,,5,,3,,40.5,,24.3,,32.45,,19.47
2020,93010,1356421770,,,,2,,,,8.83,,,,6.92
