Year,HCPCS Code,NPI_DOC,SRVS_ASC_PHY,SRVS_IP_PHY,SRVS_OFF,SRVS_OP_PHY,ALWD_ASC_PHY,ALWD_IP_PHY,ALWD_OFF,ALWD_OP_PHY,PAID_ASC_PHY,PAID_IP_PHY,PAID_OFF,PAID_OP_PHY
2020,93010,1477553196,,43,3,40,,345.63,16.86,219.18,,278.91,13.7,177.15
2019,93010,1477553196,,8,9,17,,67.52,67.52,84.4,,53.84,47.11,67.3
2019,93010,1962405209,,14,,25,,92.84,,202.56,,69.85,,152.4
2020,93010,1386629012,,67,,80,,370.28,,504.4,,299,,368.08
2019,93010,1386629012,,153,,210,,1176.92,,1705.28,,933.69,,1350.35
2021,93010,1386629012,,19,,33,,74.64,,205.56,,60.14,,165.62
2020,93010,1114074135,,2,,1,,16.62,,8.31,,13.24,,6.62
2019,93010,1114074135,,338,21,779,,2768.32,177.24,6389.08,,2123.1,134.8,4581.14
2021,93010,1114074135,,,,7,,,,48.23,,,,39.19
2020,93010,1063588358,,2,,3,,8.83,,17.66,,7.18,,14.36
2019,93010,1063588358,,8,,15,,61.39,,96.47,,34.8,,27.84
2021,93010,1063588358,,,,3,,,,17.18,,,,13.94
2020,93010,1194973701,,140,,389,,1121.19,,3093.81,,908.39,,2373.65
2019,93010,1194973701,,66,,325,,531.72,,2675.48,,424.62,,1748.34
2021,93010,1194973701,,307,3,474,,2252.01,16.26,3625.98,,1772.58,13.12,2603
2020,93010,1376645515,,50,,28,,432.67,,238.41,,342.74,,191.62
2019,93010,1376645515,,66,,20,,543.74,,122.78,,431.52,,88.1
2021,93010,1376645515,,13,,,,111.67,,,,90.61,,
2020,93010,1518065317,,,,24,,,,206.88,,,,165.82
2019,93010,1518065317,,5,3,140,,34.4,17.2,1195.4,,20.58,13.72,907.04
2020,93010,1306850227,,145,,402,,1205.49,,3279.27,,965.39,,2557.62
2019,93010,1306850227,,145,25,370,,1181.6,211,2920.24,,938,167.5,2244.06
2021,93010,1306850227,,129,,327,,999.99,,2634.12,,810.57,,2089.86
2019,93010,1972594281,,,4,,,,25.32,,,,20.22,
2020,93010,1497034789,,2,,,,8.83,,,,7.06,,
2020,93010,1518134329,,173,,89,,1415.7,,711.99,,1114.96,,555.01
2021,93010,1518134329,,67,,23,,539.5,,190.9,,411.68,,146.08
2020,93010,1003217522,,70,,58,,626.93,,397.35,,501.8,,299.18
2019,93010,1003217522,,288,,132,,2236.35,,1026.09,,1774.71,,814.3
2021,93010,1003217522,,5,,24,,34.36,,197.57,,27.88,,160.31
2020,93010,1811959125,,171,79,76,,1407.81,665.97,598.53,,1104.87,525.72,456.24
2019,93010,1811959125,,106,,65,,852.77,,548.6,,667.44,,379.84
2021,93010,1811959125,,1,,,,8.13,,,,6.5,,
2020,93010,1881655017,,359,7,91,,2998.05,51.88,756.03,,2368.54,41.49,586.69
2020,93010,1871778001,31,15,54,47,219.18,92.73,446.79,354.06,164.97,70.64,273.38,268.81
2019,93010,1871778001,,140,97,50,,1105.64,751.16,295.4,,865.99,588.29,231.35
2021,93010,1871778001,11,17,37,121,65.04,146.34,317.07,869.91,52.01,110.52,240.57,695.56
2020,93010,1205811031,,106,,32,,875.16,,274.56,,691.02,,209.4
2019,93010,1205811031,,68,,44,,548.48,,377.08,,431.55,,301.4
2021,93010,1205811031,,59,,25,,423.3,,199.2,,325.36,,152.72
2021,93010,1508019340,,61,,30,,506.81,,240.52,,405.92,,183.16
2020,93010,1487863155,,124,,143,,1104.33,,1306.65,,871.07,,1037.9
2019,93010,1487863155,,126,,95,,1190.04,,793.36,,912.03,,585.66
2021,93010,1487863155,,123,3,150,,1113.81,16.26,1406.49,,879.14,13,1124.74
2020,93010,1013949601,,1541,,532,,13170.95,,4616.44,,9944.56,,3491.13
2019,93010,1013949601,,1449,,507,,12216.61,,4376.23,,9051.45,,3197.2
2021,93010,1013949601,,1335,,413,,10692.45,,3428.39,,7854.44,,2537.78
2020,93010,1730496720,,198,,87,,1483.68,,708.12,,1175.36,,558.94
2019,93010,1730496720,,215,,216,,1789.28,,1780.84,,1422.14,,1418.21
2021,93010,1730496720,,36,13,44,,252.03,105.69,325.2,,201.51,84.5,260
2020,93010,1851388698,,351,,139,,3036.32,,1147.9,,2420.58,,913.91
2019,93010,1851388698,,637,,128,,5323.25,,1113.79,,4167.29,,868.14
2021,93010,1851388698,,196,,106,,1589.15,,884.77,,1264.08,,700.74
2020,93010,1790097608,,95,,56,,767.13,,472.08,,606.05,,375.49
2019,93010,1790097608,,72,13,54,,641.44,67.52,447.32,,483.61,51.82,343.98
2021,93010,1790097608,,76,,66,,666.66,,520.32,,533.07,,409.51
2020,93010,1619998572,,54,,18,,437.58,,154.44,,348.33,,122.94
2020,93010,1861455446,,391,,393,,2663.88,,3144.39,,2108.78,,2490.77
2019,93010,1861455446,,448,,408,,3738.92,,3359.12,,2932.66,,2634.76
2021,93010,1861455446,,288,,267,,1999.98,,2032.5,,1599,,1625
2020,93010,1174605497,,125,,56,,935.73,,455.22,,740.1,,361.88
2019,93010,1174605497,,102,,80,,818.68,,666.76,,601.51,,475.92
2021,93010,1174605497,,170,,72,,1284.54,,552.84,,1013.08,,419.79
2020,93010,1982920971,,392,,95,,3253.98,,783.99,,2572.67,,622.27
2019,93010,1982920971,,282,3,90,,2321,16.88,751.16,,1812.56,13.22,581.68
2021,93010,1982920971,,462,,48,,3520.29,,390.24,,2866.46,,317.76
2020,93010,1003841297,,25,,27,,194.15,,219.18,,157.06,,177.4
2019,93010,1003841297,,90,2,88,,666.76,8.44,649.88,,530.88,6.72,517.44
2021,93010,1003841297,,15,,13,,121.95,,89.43,,98.25,,72.05
2020,93010,1629074208,,942,,476,,9576.48,,4628.07,,6619.33,,3050.62
2019,93010,1629074208,,671,13,295,,6498.8,92.84,2827.4,,4818.08,72.72,2037.4
2021,93010,1629074208,,373,3,311,,3593.46,16.26,2975.58,,2606.21,13.01,2239.4
2021,93010,1710977467,,1,,,,8.13,,,,6.57,,
2019,93010,1871852293,,1,,,,8.44,,,,6.61,,
2020,93010,1043298391,,264,,146,,2217.09,,1213.92,,1643.27,,845.34
2019,93010,1043298391,,308,,153,,2464.48,,1282.88,,1905.6,,971.7
2021,93010,1043298391,,224,,135,,1715.43,,1089.42,,1355.37,,806
2020,93010,1275680076,,9,,3,,75.87,,16.86,,60.54,,13.48
2019,93010,1275680076,,17,,3,,143.48,,16.88,,111.31,,12.69
2021,93010,1275680076,,5,,8,,40.65,,56.91,,32.5,,39
2020,93010,1447424007,,779,19,233,,6777.72,160.17,1863.03,,5339.68,129.45,1415.5
2019,93010,1447424007,,793,24,235,,6245.6,202.56,1983.4,,4783.66,143.33,1529.48
2021,93010,1447424007,,429,3,146,,3780.45,16.26,1170.72,,2801.96,13,877.64
2020,93010,1508865866,,,,4,,,,26.49,,,,20.9
2020,93010,1912992082,,6,2,28,,50.58,8.43,210.75,,40.98,6.83,170.75
2019,93010,1912992082,,,2,3,,,8.44,16.88,,,6.69,13.38
2021,93010,1912992082,,5,2,2,,40.65,8.13,8.13,,32.65,6.53,6.53
2020,93010,1659312775,,385,,60,,2866.2,,429.93,,2202.1,,328.46
2019,93010,1659312775,,278,,48,,1823.04,,329.16,,1388.13,,257.89
2021,93010,1659312775,,371,,88,,2910.54,,731.7,,2224.1,,559.04
2020,93010,1710929575,,66,,15,,529.8,,79.47,,427.25,,63.97
2019,93010,1710929575,,55,2,33,,456.04,8.77,245.56,,357.51,6.99,195.72
2021,93010,1710929575,,79,,5,,635.66,,34.36,,507.35,,27.8
2020,93010,1235333808,,,2,,,,8.43,,,,6.66,
2020,93010,1932170149,,45,,6,,459.16,,44.15,,369.83,,35.76
2019,93010,1932170149,,188,,81,,2034.64,,762.99,,1612.6,,609.58
2021,93010,1932170149,,29,,12,,292.06,,103.08,,234.96,,82.92
2020,93010,1710915012,,267,,153,,1829.31,,1079.04,,1470.84,,859.52
2019,93010,1710915012,,265,,218,,2093.12,,1671.12,,1626.24,,1307.16
2021,93010,1710915012,,129,,54,,999.99,,390.24,,799.5,,295.8
2020,93010,1114931110,,965,89,577,,8168.6,684.95,4944.61,,6455.79,428.89,3689.47
2019,93010,1114931110,,847,63,460,,7118.07,545.75,3901.5,,5439.05,369.72,2958.99
2021,93010,1114931110,,496,22,192,,4036.8,175.77,1555.85,,3206.54,113.72,1241.37
2020,93010,1942264932,,3,,145,,17.01,,1222.35,,13.78,,823.37
2019,93010,1942264932,,2,,140,,16.88,,1181.6,,13.34,,816.95
2021,93010,1942264932,,2,,121,,8.3,,975.6,,6.7,,674.65
2020,93010,1033282678,,83,,22,,677.82,,191.18,,540.28,,152.34
2019,93010,1033282678,,50,,36,,433.5,,303.45,,340,,238
2021,93010,1033282678,,30,,11,,218.66,,84.1,,178.1,,68.5
2020,93010,1699747790,,642,,229,,5353.05,,1871.46,,4252.47,,1448.39
2019,93010,1699747790,,678,,195,,5038.68,,1510.76,,3946.17,,1183.19
2021,93010,1699747790,,300,,157,,2406.48,,1252.02,,1959.52,,1019.48
2020,93010,1770710543,,243,5,72,,1690.26,33.72,583.44,,1341.77,26.58,457.35
2019,93010,1770710543,,,5,,,,33.76,,,,26.44,
2021,93010,1770710543,,65,3,28,,489.7,16.6,232.4,,397.07,13.46,181.71
2020,93010,1407048861,,,3,,,,17.8,,,,14.24,
2019,93010,1407048861,,,9,,,,70.8,,,,45.17,
2020,93010,1881826121,,110,,70,,944.16,,311.91,,761.86,,252.2
2019,93010,1881826121,,132,,108,,1232.24,,658.32,,975.63,,521.16
2021,93010,1881826121,,30,,27,,219.51,,186.99,,175.5,,149.5
2020,93010,1972595510,,71,,33,,582.23,,269.39,,465.65,,215.45
2021,93010,1972595510,,44,,29,,319.58,,227.07,,260.3,,184.95
2020,93010,1851387070,,,5,,,,33.72,,,,27.14,
2019,93010,1851387070,,,7,,,,50.64,,,,40.26,
2021,93010,1851387070,,,5,,,,32.52,,,,26.08,
2020,93010,1821183559,,759,2,321,,6179.19,8.43,2503.71,,4906.49,6.74,1979.44
2019,93010,1821183559,,640,5,220,,4861.44,33.76,1603.6,,3807.36,26.44,1255.9
2021,93010,1821183559,,328,,166,,2569.08,,1252.02,,2091.92,,1002.09
2020,93010,1649486168,,17,4,,,150.11,26.49,,,120.19,21.21,
2019,93010,1649486168,,7,,7,,52.62,,52.62,,41.76,,41.76
2021,93010,1649486168,,86,4,3,,729.23,25.77,17.18,,584.06,20.64,13.76
2020,93010,1417278714,,145,,84,,1253.86,,715.23,,1000.62,,559.8
2019,93010,1417278714,,291,,201,,2464.37,,1710.15,,1852.48,,1265.92
2021,93010,1417278714,,12,,16,,103.08,,137.44,,83.52,,104.4
2020,93010,1013928688,,,3,,,,16.86,,,,13.4,
2019,93010,1013928688,,1,5,,,8.44,33.76,,,6.74,26.96,
2021,93010,1013928688,,,21,,,,162.6,,,,124.83,
2020,93010,1346260148,,29,11,6,,217.2,61.67,45.25,,168.24,28.06,36.06
2019,93010,1346260148,,49,14,3,,384.24,61.39,17.84,,294.53,41.28,7
2020,93010,1588682843,,631,,381,,5359.81,,3116.99,,4282.78,,2498.11
2019,93010,1588682843,,681,,342,,5761.89,,2902.87,,4558.8,,2276.92
2021,93010,1588682843,,890,,286,,7069.57,,2413.79,,5535.04,,1760.83
2020,93010,1699096354,,63,6,121,,497.37,42.15,994.74,,346.02,26.84,542.75
2019,93010,1699096354,,510,33,837,,4068.08,278.52,6768.88,,3053.45,202.2,4894.17
2021,93010,1699096354,,,9,,,,65.04,,,,45.5,
2020,93010,1720039480,,170,2,80,,1329.9,8.58,669.24,,1021.84,6.98,517.76
2019,93010,1720039480,,,25,,,,160.36,,,,74.14,
2021,93010,1720039480,,60,,26,,498,,190.9,,398.4,,152.72
2020,93010,1396746343,,42,,22,,293.08,,172.4,,229.98,,139.28
2019,93010,1396746343,,8,,3,,60.2,,17.2,,48.09,,13.74
2020,93010,1083775811,,,2,,,,8.43,,,,6.85,
2019,93010,1053572263,,95,,24,,790.28,,188.98,,609,,135.74
2020,93010,1538124466,,71,2,60,,600.44,8.83,512.14,,484.14,7.13,412.7
2019,93010,1538124466,,109,,168,,955.93,,1455.82,,751.01,,1143.74
2021,93010,1538124466,,33,,31,,283.47,,257.7,,228.69,,207.9
2020,93010,1437414778,,1199,,905,,10445.89,,6525.37,,8332.1,,5073.68
2019,93010,1437414778,,540,,662,,4665.64,,2780.09,,3646.4,,2160.82
2021,93010,1437414778,,827,,565,,6872,,4827.58,,5431.07,,3797.83
2020,93010,1043297922,,440,,132,,3692.34,,1095.9,,2923.33,,863.86
2019,93010,1043297922,,604,,186,,4760.16,,1451.68,,3801.36,,1159.28
2021,93010,1043297922,,452,,187,,3625.98,,1471.53,,2952.52,,1192.44
2020,93010,1225047046,,293,,97,,2402.55,,767.13,,1895.12,,587.77
2019,93010,1225047046,,409,,116,,3181.88,,945.28,,2211.09,,601.51
2021,93010,1225047046,,428,,156,,3284.52,,1211.37,,2484.73,,858
2020,93010,1710986302,,210,,69,,2023.2,,615.39,,1609.04,,489.59
2019,93010,1710986302,,69,,28,,734.28,,295.4,,575.28,,231.42
2021,93010,1710986302,,192,,55,,2162.58,,439.02,,1760.95,,345.87
2020,93010,1477555092,,507,,271,,3880.58,,1939.08,,3079.05,,1556.8
2019,93010,1477555092,,292,,154,,2373.89,,1054.11,,1897.45,,842.55
2021,93010,1477555092,,467,2,303,,3237,8.3,2182.9,,2466.38,6.64,1655.06
2019,93010,1487761961,,107,,,,929.62,,,,729.28,,
2019,93010,1881861771,,9,,9,,68.56,,68.56,,54.8,,54.8
2020,93010,1790786812,,25,,23,,137.92,,172.4,,111.2,,138.02
2019,93010,1790786812,,23,,86,,180.6,,688,,144.27,,537.78
2021,93010,1790786812,,14,,5,,66.72,,33.36,,54.16,,27.08
2019,93010,1740371913,,,3,,,,16.88,,,,13.22,
2020,93010,1568615243,,320,41,600,,2554.67,289.09,4973.7,,2053.33,233.71,3572.34
2019,93010,1568615243,,249,48,776,,1991.84,329.16,6254.04,,1536.72,222.42,4412.99
2021,93010,1568615243,,307,54,610,,2325.18,370.89,4902.39,,1803.01,235.75,3500.94
2020,93010,1265464564,,2,14,,,16.86,101.16,,,13.4,69.94,
2019,93010,1265464564,,2,2,,,16.88,8.44,,,13.46,6.73,
2020,93010,1164603965,,359,,778,,3072.84,,6763.78,,2332.74,,4475.61
2019,93010,1164603965,,219,,545,,1850.47,,4621.79,,1471.07,,3562.91
2021,93010,1164603965,,352,,855,,2972.14,,7249.96,,2377.02,,5494.4
2020,93010,1447251178,,47,2,95,,155.16,8.62,249.79,,125.34,6.87,186.73
2019,93010,1447251178,,37,5,88,,215,34.24,533.2,,171.75,27.35,419.07
2021,93010,1447251178,,14,,48,,41.7,,116.76,,33.9,,94.92
2020,93010,1568429504,,,47,,,,396.21,,,,262.78,
2019,93010,1568429504,,47,138,116,,371.36,1139.4,962.16,,290.84,764.65,753.54
2021,93010,1568429504,,,5,,,,32.52,,,,26,
2020,93010,1902810344,,,2,,,,8.43,,,,0,
2020,93010,1023095965,,524,,230,,4349.88,,1871.46,,3437.43,,1475.76
2019,93010,1023095965,,604,,214,,5021.8,,1696.44,,3932.95,,1321.71
2020,93010,1700833902,,71,2,14,,581.67,8.69,109.59,,463.93,6.96,87.05
2019,93010,1700833902,,53,2,30,,447.32,8.67,244.76,,354.04,6.87,193.72
2021,93010,1700833902,,86,,7,,691.05,,48.78,,548.23,,39
2020,93010,1902867146,,660,34,821,,4838.82,261.33,6744,,3808.33,193.42,4864.35
2019,93010,1902867146,,633,55,936,,4810.8,438.88,7688.84,,3780.22,330.26,5702.74
2021,93010,1902867146,,289,43,626,,2170.71,325.2,5064.99,,1696.89,236.01,3677.14
2020,93010,1184624306,,14,,4,,118.02,,25.29,,94.36,,20.22
2019,93010,1184624306,,13,,4,,109.72,,25.32,,85.4,,19.83
2021,93010,1184624306,,5,,3,,40.65,,16.26,,32.5,,13
2020,93010,1598858680,,,,3,,,,17.16,,,,13.72
2019,93010,1598858680,,2,,2,,8.57,,8.57,,6.72,,6.72
2021,93010,1598858680,,4,,5,,24.9,,33.2,,19.92,,26.56
2020,93010,1841403946,,66,,41,,573.24,,236.04,,457.07,,181.6
2019,93010,1841403946,,87,,85,,869.32,,405.12,,680.99,,317.32
2021,93010,1841403946,,77,,69,,601.62,,390.24,,481,,312
2020,93010,1932458502,,287,3,63,,2501.33,18.46,507.65,,1992.33,14.76,402
2019,93010,1932458502,,91,,36,,754.4,,285.2,,602.7,,220.5
2021,93010,1932458502,,169,,37,,1412.52,,286.08,,1147.08,,232.32
2020,93010,1760525638,,121,11,104,,1011.6,89.01,370.92,,803.75,65.32,293.57
2019,93010,1760525638,,301,27,265,,2844.28,219.54,1173.16,,2234.77,153.42,915.01
2021,93010,1760525638,,93,20,56,,739.83,139.68,325.2,,591.51,105.88,253.5
2020,93010,1619953239,,122,,331,,1028.46,,2706.03,,817.14,,2065.61
2019,93010,1619953239,,174,9,313,,1350.4,67.52,2506.68,,1070.08,53.84,1961.38
2021,93010,1619953239,,114,,279,,837.39,,2211.36,,678.77,,1666.69
2020,93010,1609873736,,1,,,,8.43,,,,6.61,,
2019,93010,1609873736,,1260,6,836,,12195.8,42.2,8296.52,,8956.84,33.05,5984.47
2019,93010,1174872253,,,2,,,,8.77,,,,6.96,
2020,93010,1588679443,,101,,92,,1020.03,,564.81,,801.42,,439.53
2019,93010,1588679443,,44,,56,,388.24,,346.04,,304.1,,271.07
2021,93010,1588679443,,29,,25,,195.12,,162.6,,156,,130
2020,93010,1992777320,,438,,145,,3599.61,,1146.48,,2899.05,,926.28
2019,93010,1992777320,,15,,,,126.6,,,,94.36,,
2021,93010,1992777320,,72,2,25,,552.84,8.13,195.12,,450.16,6.62,158.88
2021,93010,1982658589,,,2,,,,8.34,,,,0,
2020,93010,1790881373,,84,,28,,689.62,,218.66,,545.17,,174.54
2019,93010,1790881373,,175,2,68,,1374.02,8.43,404.64,,1096.94,6.73,323.04
2021,93010,1790881373,,7,6,1,,56.7,40.5,8.1,,45.43,12.98,6.49
2020,93010,1487838256,,39,2,197,,335.54,8.83,1774.83,,271.17,7.04,1435.99
2019,93010,1487838256,,70,66,70,,622.67,508.66,534.97,,485.07,391.44,425.17
2021,93010,1487838256,,3,4,110,,17.18,25.77,987.85,,13.92,20.88,779.59
2020,93010,1700873247,,161,,84,,1306.65,,657.54,,1034.55,,517.11
2019,93010,1700873247,,353,,309,,2937.12,,2396.96,,2345.52,,1914.16
2021,93010,1700873247,,161,,155,,1121.94,,1162.59,,897,,929.5
2020,93010,1093722019,,140,,117,,1257.73,,1022.28,,1001.33,,809.88
2019,93010,1093722019,,176,,60,,1514.27,,534.49,,1173.61,,419.2
2021,93010,1093722019,,69,,71,,607.03,,616.66,,485.57,,493.24
2020,93010,1548207053,,1,,2,,8.43,,8.43,,6.74,,6.74
2019,93010,1548207053,,1,,3,,8.44,,16.88,,6.61,,13.22
2021,93010,1548207053,,,,2,,,,8.13,,,,6.5
2020,93010,1467412619,,99,2,196,,809.28,8.43,1618.56,,608.38,6.71,1138.97
2019,93010,1467412619,,93,2,186,,717.4,8.44,1527.64,,525.72,6.74,970.56
2021,93010,1467412619,,9,,11,,73.17,,89.43,,52,,71.5
2020,93010,1952538555,,1,2,19,,8.43,8.43,160.17,,6.63,6.63,115.09
2019,93010,1952538555,,1,3,13,,8.44,16.88,109.72,,6.61,13.22,85.93
2021,93010,1952538555,,,2,15,,,8.13,121.95,,,6.5,97.5
2019,93010,1104948017,,87,,91,,725.84,,565.48,,568.46,,442.87
2020,93010,1003816745,,423,,151,,3667.18,,1025.42,,2857.21,,793.58
2019,93010,1003816745,,370,,143,,3754.11,,632.91,,2966.73,,457.29
2021,93010,1003816745,,333,,157,,2506.07,,1194.22,,1761.95,,847.98
2019,93010,1164476602,,81,,32,,886.2,,278.52,,707.65,,222.39
2020,93010,1710245642,,,,2,,,,8.43,,,,6.61
2020,93010,1467428599,,,2,,,,8.44,,,,6.86,
2019,93010,1467428599,,,3,,,,16.8,,,,13.18,
2021,93010,1467428599,,,3,,,,16.38,,,,13.26,
2020,93010,1578788857,,,3,,,,16.86,,,,13.48,
2019,93010,1578788857,,,3,,,,16.88,,,,13.22,
2020,93010,1063413060,,66,2,170,,531.09,8.43,961.59,,424.27,6.71,714.59
2019,93010,1063413060,,79,6,359,,659.44,42.2,2940.16,,526.63,33.7,2263.83
2021,93010,1063413060,,8,,18,,65.04,,89.43,,52.56,,72.27
2019,93010,1508041534,,46,,42,,382.72,,349.44,,295.63,,137.43
2021,93010,1508041534,,,,193,,,,1504.05,,,,1179.61
2020,93010,1427173533,,419,41,232,,3519.45,355.51,1972.63,,2725.95,232.33,1496.24
2019,93010,1427173533,,189,3,142,,1560.6,16.88,1187.79,,1196.9,13.22,814.16
2021,93010,1427173533,,618,40,322,,4995.54,335.84,2682.79,,3983.51,228.36,2102.42
2020,93010,1720296437,,210,6,58,,1753.44,42.15,480.51,,1401.79,33.44,384.18
2019,93010,1720296437,,,4,2,,,25.32,8.44,,,20.19,6.73
2021,93010,1720296437,,361,,161,,2894.28,,1300.8,,2338.46,,1051.01
2020,93010,1750511820,,68,,7,,564.85,,52.14,,451.75,,41.7
2019,93010,1750511820,,264,27,163,,2288.88,233.86,1404.54,,1713.86,120.92,1031.27
2021,93010,1750511820,,126,10,85,,1059.66,75.69,714.85,,847.98,60.57,551.86
2020,93010,1811987654,,240,,130,,1913.61,,885.15,,1518.38,,689.72
2019,93010,1811987654,,348,2,302,,2776.76,8.44,2135.32,,2177.02,6.74,1646.93
2021,93010,1811987654,,138,,85,,967.47,,666.66,,779.54,,539.6
2020,93010,1184983686,,52,,30,,428.91,,235.52,,341.93,,188.2
2019,93010,1184983686,,18,,17,,151.74,,92.73,,118.98,,72.71
2021,93010,1184983686,,48,2,31,,315.9,8.1,170.1,,252.72,6.48,136.08
2020,93010,1174815005,,1,,4,,8.43,,25.29,,6.61,,13.35
2019,93010,1174815005,,,,4,,,,25.32,,,,19.83
2021,93010,1174815005,,,,2,,,,8.13,,,,6.5
2021,93010,1891889754,,2,,2,,8.3,,8.3,,6.64,,6.64
2020,93010,1790771814,,74,,62,,448.24,,405.14,,361.12,,318.44
2019,93010,1790771814,,115,3,205,,954.6,17.2,1608.2,,762.57,13.74,1284.69
2021,93010,1790771814,,37,,26,,175.14,,158.46,,135.39,,127.68
2020,93010,1851365381,,3,343,70,,25.29,2857.77,488.94,,20.13,1562.95,390.58
2019,93010,1851365381,,453,1203,509,,3671.4,9967.64,3620.76,,2931.9,6898.42,2857.76
2021,93010,1851365381,,29,138,6,,235.77,1113.81,40.65,,190.53,776.65,32.85
2020,93010,1720100027,,,2,,,,8.43,,,,6.67,
2019,93010,1720100027,,,3,,,,17.21,,,,13.64,
2020,93010,1336370881,,151,,56,,1213.92,,455.22,,927.59,,341.87
2019,93010,1336370881,,167,3,71,,1363.22,17.54,592.15,,1026.87,13.78,437.58
2021,93010,1336370881,,87,,19,,626.01,,146.34,,501.27,,117.18
2020,93010,1053316547,,5,,3,,42.15,,16.86,,33.7,,13.48
2019,93010,1053316547,,10,,2,,84.4,,8.44,,65.04,,6.61
2021,93010,1053316547,,1,,2,,8.13,,8.13,,6.5,,6.5
2019,93010,1083674576,,93,8,203,,683.64,59.08,1654.24,,438.1,13.95,959.57
2020,93010,1578681961,,1060,,488,,11001.15,,4653.36,,7872.51,,3416.25
2019,93010,1578681961,,1133,2,576,,12482.76,8.44,5604.16,,9523.97,6.61,4151.94
2021,93010,1578681961,,1122,14,558,,11073.06,97.56,4682.88,,7961.25,78.01,3382.02
2020,93010,1023094703,,106,5,116,,961.02,33.72,767.13,,758.08,26.98,591.65
2019,93010,1023094703,,126,23,135,,1206.92,185.68,860.88,,963.78,148.28,682.96
2021,93010,1023094703,,125,2,175,,1016.25,8.13,1203.24,,784.29,6.59,885.5
2020,93010,1982694253,,,,78,,,,671.08,,,,447.87
2019,93010,1982694253,,,,166,,,,1394.43,,,,915.04
2020,93010,1982662367,,,3,,,,16.86,,,,13.68,
2019,93010,1982662367,,,5,,,,33.76,,,,26.96,
2020,93010,1265468706,,1,,,,8.43,,,,6.85,,
2020,93010,1063651156,,110,,476,,910.59,,4006.42,,726.45,,3225.34
2019,93010,1063651156,,134,,540,,1147.92,,4507.64,,900.91,,3528.57
2021,93010,1063651156,,100,,615,,814.36,,4930.2,,658.12,,3945.48
2020,93010,1801186663,,5,,6,,42.15,,42.15,,29,,33.7
2021,93010,1801186663,,1,2,2,,8.13,8.13,8.13,,6.5,6.5,6.5
2020,93010,1114030343,,130,,88,,1068.43,,724.06,,858.28,,574.02
2019,93010,1114030343,,137,,123,,1175.18,,1043.63,,891.08,,723.82
2021,93010,1114030343,,31,,17,,266.29,,146.03,,215.76,,118.32
2020,93010,1417932674,,27,,11,,219.18,,92.73,,152.27,,57.28
2019,93010,1417932674,,53,,11,,430.44,,92.84,,329.28,,67.2
2020,93010,1831163153,,,4,,,,25.74,,,,20.52,
2019,93010,1831163153,,,5,,,,34.28,,,,27.4,
2020,93010,1184611626,,289,,281,,2107.5,,2090.64,,1688.3,,1673.77
2019,93010,1184611626,,318,,302,,2599.52,,2439.16,,2075.92,,1941.12
2021,93010,1184611626,,294,2,253,,1845.51,8.13,1951.2,,1446.76,6.5,1529.87
2020,93010,1972535805,,56,,30,,582.78,,247.24,,463.93,,200.06
2019,93010,1972535805,,103,2,30,,850.69,8.77,263.1,,668.27,6.89,203.33
2021,93010,1972535805,,21,,14,,188.98,,120.26,,153.56,,97.72
2019,93010,1447332457,,92,7,98,,863.55,51.3,880.65,,641.17,40.92,645.69
2020,93010,1912068297,,83,,76,,717.5,,649.02,,543.27,,460.43
2019,93010,1912068297,,246,,114,,1992.72,,979.36,,1563.75,,745.39
2021,93010,1912068297,,147,3,118,,1099.8,16.92,959.88,,842.74,13.7,715.2
2020,93010,1215012000,,1652,9,335,,13268.82,67.7,2714.46,,10524.99,53.08,2151.3
2019,93010,1215012000,,295,10,297,,2430.72,75.96,2185.96,,1903.68,59.49,1708.21
2021,93010,1215012000,,1463,,383,,11040.54,,2764.2,,8804.75,,2210
2020,93010,1437153020,,,65,,,,539.52,,,,350.94,
2019,93010,1437153020,,,107,,,,895.3,,,,612.34,
2021,93010,1437153020,,,72,,,,585.82,,,,422.87,
2020,93010,1497071203,,447,,161,,4370.85,,927.15,,3516.67,,747.71
2019,93010,1497071203,,542,,187,,5332.16,,1411.97,,4260.68,,1117.05
2021,93010,1497071203,,195,,80,,1795.31,,549.76,,1437.31,,442.24
2020,93010,1558676841,,251,,34,,2093.66,,293.42,,1654.71,,220.48
2021,93010,1558676841,,280,,70,,2214.7,,580.75,,1728.7,,464.41
2020,93010,1659365096,,582,12,,,5068.42,61.81,,,4065.61,42.52,
2019,93010,1659365096,,318,11,60,,2552.07,87.7,526.2,,2017.22,62.82,400.82
2021,93010,1659365096,,352,2,2,,3006.5,8.59,8.59,,2338.05,6.87,6.87
2020,93010,1891831020,,,5,,,,33.72,,,,26.98,
2019,93010,1891831020,,,13,,,,109.72,,,,87.62,
2020,93010,1639344310,,1024,77,1388,,8548.02,623.82,11734.56,,6530.55,450.28,8709.47
2019,93010,1639344310,,1146,56,1610,,9258.68,472.64,13242.36,,6874.1,291.16,9746.76
2021,93010,1639344310,,730,110,1361,,6317.01,878.04,11447.04,,4893.78,594.75,8828.87
2020,93010,1861614638,,25,,8,,195.09,,50.73,,154.22,,40.29
2019,93010,1861614638,,11,,7,,92.84,,50.64,,72.2,,39.13
2021,93010,1861614638,,3,,4,,24.39,,24.39,,19.5,,13
2020,93010,1902833197,,356,,250,,3602.64,,2410.59,,2870.7,,1916.88
